Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,tissue,cell type,genotype
SRR18113754,7289339,2186801700,150,713,SRX14264462,GSM5911900,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS12083422,SAMN26198923,simple,9606,Homo sapiens,GSM5911900,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1376840,10,2022,Zou,Preimplantation embryo,h_siTNC_d3_4C_1_smartseq,Preimplantation embryo,,8-cell,TPRX2 KD
SRR19431610,3456756,1037026800,150,345,SRX15484838,GSM6204081,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200490,SAMN28700528,simple,9606,Homo sapiens,GSM6204081,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_10c_1_smartseq,Preimplantation embryo,,9-cell,TPRX2 KD
SRR19431609,4182910,1254873000,150,415,SRX15484839,GSM6204082,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200491,SAMN28700527,simple,9606,Homo sapiens,GSM6204082,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_10c_2_smartseq,Preimplantation embryo,,10-cell,TPRX2 KD
SRR19431608,3664682,1099404600,150,364,SRX15484840,GSM6204083,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200492,SAMN28700526,simple,9606,Homo sapiens,GSM6204083,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_12c_smartseq,Preimplantation embryo,,11-cell,TPRX2 KD
SRR19431607,4279220,1283766000,150,429,SRX15484841,GSM6204084,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200493,SAMN28700525,simple,9606,Homo sapiens,GSM6204084,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_5c_smartseq,Preimplantation embryo,,6-cell,TPRX2 KD
SRR19431606,3977007,1193102100,150,397,SRX15484842,GSM6204085,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200494,SAMN28700524,simple,9606,Homo sapiens,GSM6204085,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_7c_1_smartseq,Preimplantation embryo,,7-cell,TPRX2 KD
SRR19431605,3937149,1181144700,150,391,SRX15484843,GSM6204086,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200495,SAMN28700523,simple,9606,Homo sapiens,GSM6204086,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_7c_2_smartseq,Preimplantation embryo,,7-cell,TPRX2 KD
SRR19431604,3783762,1135128600,150,378,SRX15484844,GSM6204087,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200496,SAMN28700522,simple,9606,Homo sapiens,GSM6204087,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_8c_1_smartseq,Preimplantation embryo,,7-cell,TPRX2 KD
SRR19431603,4994401,1498320300,150,498,SRX15484845,GSM6204088,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200497,SAMN28700521,simple,9606,Homo sapiens,GSM6204088,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_8c_2_smartseq,Preimplantation embryo,,8-cell,TPRX2 KD
SRR19431602,4472298,1341689400,150,445,SRX15484846,GSM6204089,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200498,SAMN28700520,simple,9606,Homo sapiens,GSM6204089,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTNCfor12_d3_9c_smartseq,Preimplantation embryo,,8-cell,TPRX2 KD
SRR19431601,5032764,1509829200,150,501,SRX15484847,GSM6204090,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200499,SAMN28700519,simple,9606,Homo sapiens,GSM6204090,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_10c_smartseq,Preimplantation embryo,Preimplantation embryo,2-cell,WT
SRR19431600,3908986,1172695800,150,391,SRX15484848,GSM6204091,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200500,SAMN28700518,simple,9606,Homo sapiens,GSM6204091,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_11c_smartseq,Preimplantation embryo,Preimplantation embryo,2-cell,WT
SRR19431599,3470474,1041142200,150,348,SRX15484849,GSM6204092,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200501,SAMN28700517,simple,9606,Homo sapiens,GSM6204092,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_6c_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,WT
SRR19431598,4674323,1402296900,150,468,SRX15484850,GSM6204093,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200502,SAMN28700516,simple,9606,Homo sapiens,GSM6204093,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_7c_1_smartseq,Preimplantation embryo,Preimplantation embryo,4-cell,WT
SRR19431597,4601883,1380564900,150,457,SRX15484851,GSM6204094,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200503,SAMN28700515,simple,9606,Homo sapiens,GSM6204094,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_7c_2_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,WT
SRR19431596,862969,258890700,150,86,SRX15484852,GSM6204095,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200504,SAMN28700514,simple,9606,Homo sapiens,GSM6204095,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_7c_3_smartseq,Preimplantation embryo,Preimplantation embryo,8-cell,WT
SRR19431595,3881992,1164597600,150,390,SRX15484853,GSM6204096,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200505,SAMN28700513,simple,9606,Homo sapiens,GSM6204096,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_8c_1_smartseq,Embryonic kidney 293 cell,Embryonic kidney 293 cell,Embryonic kidney 293 cell,WT
SRR19431594,4999224,1499767200,150,498,SRX15484854,GSM6204097,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200506,SAMN28700512,simple,9606,Homo sapiens,GSM6204097,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX1_d3_8c_2_smartseq,Oocyte,Oocyte,GV oocyte,WT
SRR19431593,3411006,1023301800,150,340,SRX15484855,GSM6204098,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200507,SAMN28700511,simple,9606,Homo sapiens,GSM6204098,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_10c_smartseq,Oocyte,Oocyte,GV oocyte,WT
SRR19431592,3745359,1123607700,150,372,SRX15484856,GSM6204099,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200508,SAMN28700510,simple,9606,Homo sapiens,GSM6204099,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_11c_smartseq,Embryonic stem cell,Embryonic stem cell,Embryonic stem cell,WT
SRR19431591,3738073,1121421900,150,373,SRX15484857,GSM6204100,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200509,SAMN28700509,simple,9606,Homo sapiens,GSM6204100,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_4c_1_smartseq,Embryonic stem cell,Embryonic stem cell,Embryonic stem cell,WT
SRR19431590,4126772,1238031600,150,411,SRX15484858,GSM6204101,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200510,SAMN28700508,simple,9606,Homo sapiens,GSM6204101,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_4c_2_smartseq,Preimplantation embryo,Preimplantation embryo,ICM,WT
SRR19431589,3958472,1187541600,150,392,SRX15484859,GSM6204102,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200511,SAMN28700507,simple,9606,Homo sapiens,GSM6204102,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_6c_smartseq,Preimplantation embryo,Preimplantation embryo,ICM,WT
SRR19431588,4187873,1256361900,150,419,SRX15484860,GSM6204103,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200512,SAMN28700506,simple,9606,Homo sapiens,GSM6204103,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_7c_1_smartseq,Oocyte,Oocyte,MI oocyte,WT
SRR19431587,4028762,1208628600,150,403,SRX15484861,GSM6204104,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200513,SAMN28700505,simple,9606,Homo sapiens,GSM6204104,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_7c_2_smartseq,Oocyte,Oocyte,MI oocyte,WT
SRR19431586,4450944,1335283200,150,442,SRX15484862,GSM6204105,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200514,SAMN28700504,simple,9606,Homo sapiens,GSM6204105,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_8c_1_smartseq,Oocyte,Oocyte,MII oocyte,WT
SRR19431585,3800809,1140242700,150,376,SRX15484863,GSM6204106,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200515,SAMN28700503,simple,9606,Homo sapiens,GSM6204106,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_8c_2_smartseq,Oocyte,Oocyte,MII oocyte,WT
SRR19431584,3748532,1124559600,150,371,SRX15484864,GSM6204107,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200516,SAMN28700502,simple,9606,Homo sapiens,GSM6204107,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_8c_3_smartseq,Preimplantation embryo,Preimplantation embryo,1-cell,WT
SRR19431583,3781540,1134462000,150,380,SRX15484865,GSM6204108,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP361145,PRJNA809587,36074823,"",SRS13200517,SAMN28700501,simple,9606,Homo sapiens,GSM6204108,"Wei Xie, School of Life Sciences, Tsinghua University",SRA1428056,10,2022,Zou,Preimplantation embryo,h_siTPRX2_d3_9c_smartseq,Preimplantation embryo,Preimplantation embryo,2-cell,WT
