Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,genotype,growth condition,sample name,strain,Experimental Factor: genotype,Experimental Factor: compound,Experimental Factor: dose,Experimental Factor: environmental stress
ERR2382608,2591279,128122705,49,66,ERX2430866,"87-mRNA-seq, SD-mini rep2_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276033,SAMEA104674650,simple,4932,Saccharomyces cerevisiae,SAMEA104674650,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","87-mRNA-seq, SD-mini rep2",2018-03-19,2018-03-09,SAMEA104674702,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:66-Ribo-tRNA-seq, control for 68",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:66-Ribo-tRNA-seq, control for 68",BY4741,wild type genotype,none,,none
ERR2382609,2912587,390537927,134,243,ERX2430867,"88-Ribo-mRNA-seq, SD-mini rep2_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276034,SAMEA104674651,simple,4932,Saccharomyces cerevisiae,SAMEA104674651,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","88-Ribo-mRNA-seq, SD-mini rep2",2018-03-19,2018-03-09,SAMEA104674703,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:69-tRNA-seq, control for 71",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:69-tRNA-seq, control for 71",BY4741,wild type genotype,none,,none
ERR2382610,380438,56969103,149,40,ERX2430868,"1-tRNA-seq, control for 3,5,7,8_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276035,SAMEA104674652,simple,4932,Saccharomyces cerevisiae,SAMEA104674652,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","1-tRNA-seq, control for 3,5,7,8",2018-03-19,2018-03-09,SAMEA104674704,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:70-Ribo-tRNA-seq, control for 72",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:70-Ribo-tRNA-seq, control for 72",BY4741,wild type genotype,none,,none
ERR2382611,2435319,349585550,143,245,ERX2430869,"10-Ribo-tRNA-seq, pH7.5 buffer_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276036,SAMEA104674653,simple,4932,Saccharomyces cerevisiae,SAMEA104674653,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","10-Ribo-tRNA-seq, pH7.5 buffer",2018-03-19,2018-03-09,SAMEA104674705,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:73-tRNA-seq, control for 77, 81, 85",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:73-tRNA-seq, control for 77, 81, 85",BY4741,wild type genotype,none,,none
ERR2382612,511573,68597864,134,42,ERX2430870,"105-tRNA-seq, control for 107_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276037,SAMEA104674654,simple,4932,Saccharomyces cerevisiae,SAMEA104674654,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","105-tRNA-seq, control for 107",2018-03-19,2018-03-09,SAMEA104674706,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:74-Ribo-tRNA-seq, control for 78, 82,86",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:74-Ribo-tRNA-seq, control for 78, 82,86",BY4741,wild type genotype,none,,none
ERR2382613,4261724,571456809,134,353,ERX2430871,"106-Ribo-tRNA-seq, control for 108_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276038,SAMEA104674655,simple,4932,Saccharomyces cerevisiae,SAMEA104674655,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","106-Ribo-tRNA-seq, control for 108",2018-03-19,2018-03-09,SAMEA104674707,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:75-mRNA-seq, control for 79, 83, 87",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:75-mRNA-seq, control for 79, 83, 87",BY4741,wild type genotype,none,,none
ERR2382614,357639,47964839,134,30,ERX2430872,"109-tRNA-seq, control for 111, 113, 115_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276039,SAMEA104674656,simple,4932,Saccharomyces cerevisiae,SAMEA104674656,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","109-tRNA-seq, control for 111, 113, 115",2018-03-19,2018-03-09,SAMEA104674708,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:76-Ribo-mRNA-seq, control for 80, 84, 88",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:76-Ribo-mRNA-seq, control for 80, 84, 88",BY4741,wild type genotype,none,,none
ERR2382615,1917176,258818760,135,123,ERX2430873,"11-tRNA-seq, control for 15_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276040,SAMEA104674657,simple,4932,Saccharomyces cerevisiae,SAMEA104674657,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","11-tRNA-seq, control for 15",2018-03-19,2018-03-09,SAMEA104674709,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:77-tRNA-seq, pre-CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:77-tRNA-seq, pre-CHX",BY4741,wild type genotype,none,,none
ERR2382616,2229176,298975678,134,188,ERX2430874,"110-Ribo-tRNA-seq, control for 112, 114, 116_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276041,SAMEA104674658,simple,4932,Saccharomyces cerevisiae,SAMEA104674658,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","110-Ribo-tRNA-seq, control for 112, 114, 116",2018-03-19,2018-03-09,SAMEA104674710,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:78-Ribo-tRNA-seq, post-lysis-CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:78-Ribo-tRNA-seq, post-lysis-CHX",BY4741,wild type genotype,none,,none
ERR2382617,602390,80809783,134,51,ERX2430875,"117-tRNA-seq, control for 119, 121, 123_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276042,SAMEA104674659,simple,4932,Saccharomyces cerevisiae,SAMEA104674659,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","117-tRNA-seq, control for 119, 121, 123",2018-03-19,2018-03-09,SAMEA104674711,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:79-mRNA-seq, post-lysis-CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:79-mRNA-seq, post-lysis-CHX",BY4741,wild type genotype,none,,none
ERR2382618,629908,84500422,134,53,ERX2430876,"118-Ribo-tRNA-seq, control for 120, 122, 124_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276043,SAMEA104674660,simple,4932,Saccharomyces cerevisiae,SAMEA104674660,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","118-Ribo-tRNA-seq, control for 120, 122, 124",2018-03-19,2018-03-09,SAMEA104674712,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:80-Ribo-mRNA-seq, post-lysis-CHX",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:80-Ribo-mRNA-seq, post-lysis-CHX",BY4741,wild type genotype,none,,none
ERR2382619,4000000,5.4e+08,135,231,ERX2430877,"12-Ribo-tRNA-seq, control for 16, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276044,SAMEA104674661,simple,4932,Saccharomyces cerevisiae,SAMEA104674661,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","12-Ribo-tRNA-seq, control for 16, 3 files",2018-03-19,2018-03-09,SAMEA104674713,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:89-tRNA-seq, control for 91",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:89-tRNA-seq, control for 91",BY4741,wild type genotype,none,,none
ERR2382620,4000000,5.4e+08,135,230,ERX2430877,"12-Ribo-tRNA-seq, control for 16, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276044,SAMEA104674661,simple,4932,Saccharomyces cerevisiae,SAMEA104674661,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","12-Ribo-tRNA-seq, control for 16, 3 files",2018-03-19,2018-03-09,SAMEA104674714,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:9-Ribo-tRNA-seq, control for 10",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:9-Ribo-tRNA-seq, control for 10",BY4741,wild type genotype,none,,none
ERR2382621,1561964,210865140,135,88,ERX2430877,"12-Ribo-tRNA-seq, control for 16, 3 files_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276044,SAMEA104674661,simple,4932,Saccharomyces cerevisiae,SAMEA104674661,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","12-Ribo-tRNA-seq, control for 16, 3 files",2018-03-19,2018-03-09,SAMEA104674715,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:90-Ribo-tRNA-seq, control for 92",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:90-Ribo-tRNA-seq, control for 92",BY4741,wild type genotype,none,,none
ERR2382622,787998,105668446,134,70,ERX2430878,"125-tRNA-seq, pre-lysis CHX_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276045,SAMEA104674662,simple,4932,Saccharomyces cerevisiae,SAMEA104674662,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","125-tRNA-seq, pre-lysis CHX",2018-03-19,2018-03-09,SAMEA104674716,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:93-tRNA-seq, control for 95",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:93-tRNA-seq, control for 95",BY4741,wild type genotype,none,,none
ERR2382623,3567386,478351274,134,315,ERX2430879,"126-Ribo-tRNA-seq, pre-lysis CHX_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276046,SAMEA104674663,simple,4932,Saccharomyces cerevisiae,SAMEA104674663,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","126-Ribo-tRNA-seq, pre-lysis CHX",2018-03-19,2018-03-09,SAMEA104674717,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:94-Ribo-tRNA-seq, control for 96",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:94-Ribo-tRNA-seq, control for 96",BY4741,wild type genotype,none,,none
ERR2382624,711740,35184555,49,15,ERX2430880,"127-mRNA-seq, pre-lysis CHX_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276047,SAMEA104674664,simple,4932,Saccharomyces cerevisiae,SAMEA104674664,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","127-mRNA-seq, pre-lysis CHX",2018-03-19,2018-03-09,SAMEA104674718,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:97-tRNA-seq, control for 99, 101, 103",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:97-tRNA-seq, control for 99, 101, 103",BY4741,wild type genotype,none,,none
ERR2382625,2784034,137556623,49,60,ERX2430881,"128-Ribo-mRNA-seq, pre-lysis CHX_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276048,SAMEA104674665,simple,4932,Saccharomyces cerevisiae,SAMEA104674665,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","128-Ribo-mRNA-seq, pre-lysis CHX",2018-03-19,2018-03-09,SAMEA104674719,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:98-Ribo-tRNA-seq, control for 100, 102, 104",ArrayExpress,baker's yeast,wild type genotype,YPD medium,"E-MTAB-6576:98-Ribo-tRNA-seq, control for 100, 102, 104",BY4741,wild type genotype,none,,none
ERR2382626,585497,78509587,134,52,ERX2430882,"129-tRNA-seq, post-lysis CHX_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276049,SAMEA104674666,simple,4932,Saccharomyces cerevisiae,SAMEA104674666,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","129-tRNA-seq, post-lysis CHX",2018-03-19,2018-03-09,SAMEA104674720,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:135-tRNA-seq, dtrm10 rep2",ArrayExpress,baker's yeast,dtrm10 knockout,YPD medium,"E-MTAB-6576:135-tRNA-seq, dtrm10 rep2",BY4741,dtrm10 knockout,none,,none
ERR2382627,4000000,5.4e+08,135,295,ERX2430883,"13-mRNA-seq, control for 17, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276050,SAMEA104674667,simple,4932,Saccharomyces cerevisiae,SAMEA104674667,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","13-mRNA-seq, control for 17, 3 files",2018-03-19,2018-03-09,SAMEA104674721,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:136-Ribo-tRNA-seq, dtrm10 rep2",ArrayExpress,baker's yeast,dtrm10 knockout,YPD medium,"E-MTAB-6576:136-Ribo-tRNA-seq, dtrm10 rep2",BY4741,dtrm10 knockout,none,,none
ERR2382628,4000000,5.4e+08,135,291,ERX2430883,"13-mRNA-seq, control for 17, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276050,SAMEA104674667,simple,4932,Saccharomyces cerevisiae,SAMEA104674667,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","13-mRNA-seq, control for 17, 3 files",2018-03-19,2018-03-09,SAMEA104674722,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:137-tRNA-seq, dabp140 rep2",ArrayExpress,baker's yeast,dtrm10 knockout,YPD medium,"E-MTAB-6576:137-tRNA-seq, dabp140 rep2",BY4741,dtrm10 knockout,none,,none
ERR2382629,1129710,152510850,135,80,ERX2430883,"13-mRNA-seq, control for 17, 3 files_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276050,SAMEA104674667,simple,4932,Saccharomyces cerevisiae,SAMEA104674667,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","13-mRNA-seq, control for 17, 3 files",2018-03-19,2018-03-09,SAMEA104674723,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:138-Ribo-tRNA-seq, dabp140 rep2",ArrayExpress,baker's yeast,dabp140 knockout,YPD medium,"E-MTAB-6576:138-Ribo-tRNA-seq, dabp140 rep2",BY4741,dabp140 knockout,none,,none
ERR2382630,3073987,412191088,134,270,ERX2430884,"130-Ribo-tRNA-seq, post-lysis CHX_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276051,SAMEA104674668,simple,4932,Saccharomyces cerevisiae,SAMEA104674668,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","130-Ribo-tRNA-seq, post-lysis CHX",2018-03-19,2018-03-09,SAMEA104674724,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:141-tRNA-seq, dtrm1 rep2",ArrayExpress,baker's yeast,dtrm1 knockout,YPD medium,"E-MTAB-6576:141-tRNA-seq, dtrm1 rep2",BY4741,dtrm1 knockout,none,,none
ERR2382631,761098,37397146,49,13,ERX2430885,"131-mRNA-seq, post-lysis CHX_s",RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276052,SAMEA104674669,simple,4932,Saccharomyces cerevisiae,SAMEA104674669,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","131-mRNA-seq, post-lysis CHX",2018-03-19,2018-03-09,SAMEA104674725,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:142-Ribo-tRNA-seq, dtrm1 rep2",ArrayExpress,baker's yeast,dtrm1 knockout,YPD medium,"E-MTAB-6576:142-Ribo-tRNA-seq, dtrm1 rep2",BY4741,dtrm1 knockout,none,,none
ERR2382632,3336297,164143096,49,62,ERX2430886,"132-Ribo-mRNA-seq, post-lysis CHX_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276053,SAMEA104674670,simple,4932,Saccharomyces cerevisiae,SAMEA104674670,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","132-Ribo-mRNA-seq, post-lysis CHX",2018-03-19,2018-03-09,SAMEA104674726,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:143-tRNA-seq, dtrm10 rep3",ArrayExpress,baker's yeast,dtrm10 knockout,YPD medium,"E-MTAB-6576:143-tRNA-seq, dtrm10 rep3",BY4741,dtrm10 knockout,none,,none
ERR2382633,748705,100399379,134,67,ERX2430887,"133-tRNA-seq, control for 135, 137_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276054,SAMEA104674671,simple,4932,Saccharomyces cerevisiae,SAMEA104674671,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","133-tRNA-seq, control for 135, 137",2018-03-19,2018-03-09,SAMEA104674727,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:144-Ribo-tRNA-seq, dtrm10 rep3",ArrayExpress,baker's yeast,dtrm10 knockout,YPD medium,"E-MTAB-6576:144-Ribo-tRNA-seq, dtrm10 rep3",BY4741,dtrm10 knockout,none,,none
ERR2382634,4886086,655271862,134,437,ERX2430888,"134-Ribo-tRNA-seq, control for 136, 138_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276055,SAMEA104674672,simple,4932,Saccharomyces cerevisiae,SAMEA104674672,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","134-Ribo-tRNA-seq, control for 136, 138",2018-03-19,2018-03-09,SAMEA104674728,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:145-tRNA-seq, dabp140 rep3",ArrayExpress,baker's yeast,dabp140 knockout,YPD medium,"E-MTAB-6576:145-tRNA-seq, dabp140 rep3",BY4741,dabp140 knockout,none,,none
ERR2382635,1513718,202968483,134,126,ERX2430889,"139-tRNA-seq, control for 141, 143, 145_s",ncRNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276056,SAMEA104674673,simple,4932,Saccharomyces cerevisiae,SAMEA104674673,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","139-tRNA-seq, control for 141, 143, 145",2018-03-19,2018-03-09,SAMEA104674729,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:146-Ribo-tRNA-seq, dabp140 rep3",ArrayExpress,baker's yeast,dabp140 knockout,YPD medium,"E-MTAB-6576:146-Ribo-tRNA-seq, dabp140 rep3",BY4741,dabp140 knockout,none,,none
ERR2382636,4000000,5.4e+08,135,296,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674730,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:5-tRNA-seq, dtrm1 rep1",ArrayExpress,baker's yeast,dtrm1 knockout,YPD medium,"E-MTAB-6576:5-tRNA-seq, dtrm1 rep1",BY4741,dtrm1 knockout,none,,none
ERR2382637,4000000,5.4e+08,135,287,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674731,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:6-Ribo-tRNA-seq, dtrm1 rep1",ArrayExpress,baker's yeast,dtrm1 knockout,YPD medium,"E-MTAB-6576:6-Ribo-tRNA-seq, dtrm1 rep1",BY4741,dtrm1 knockout,none,,none
ERR2382638,4000000,5.4e+08,135,294,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674732,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:7-tRNA-seq, dtrm10 rep1",ArrayExpress,baker's yeast,dtrm10 knockout,YPD medium,"E-MTAB-6576:7-tRNA-seq, dtrm10 rep1",BY4741,dtrm10 knockout,none,,none
ERR2382639,4000000,5.4e+08,135,296,ERX2430890,"14-Ribo-mRNA-seq, control for 18, 9 files_s",RNA-Seq,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,ERP107411,PRJEB25491,1,"",ERS2276057,SAMEA104674674,simple,4932,Saccharomyces cerevisiae,SAMEA104674674,RIKEN Brain Science Institute,ERA1241277,03,2018,Makar,"","14-Ribo-mRNA-seq, control for 18, 9 files",2018-03-19,2018-03-09,SAMEA104674733,RIKEN Brain Science Institute,RIKEN Brain Science Institute,2018-03-19T17:02:00Z,2018-03-09T09:52:49Z,public,"E-MTAB-6576:8-tRNA-seq, dabp140 rep1",ArrayExpress,baker's yeast,dabp140 knockout,YPD medium,"E-MTAB-6576:8-tRNA-seq, dabp140 rep1",BY4741,dabp140 knockout,none,,none
