Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,ENA first public,ENA last update,External Id,INSDC center alias,INSDC center name,INSDC first public,INSDC last update,INSDC status,Submitter Id,broker name,common name,fraction,organism part,performer,replicate,replicate type,sample name,sex,used library?,developmental stage,Experimental Factor: organism,Experimental Factor: organism part,Experimental Factor: protocol
ERR3771180,119724902,6610165052,55,5107,ERX3772929,mouse_elongatingSpermatids_ribo_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192383,SAMEA6426175,simple,10090,Mus musculus,SAMEA6426175,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_elongatingSpermatids_ribo_2,2019-12-18,2019-12-17,SAMEA6426175,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_elongatingSpermatids_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_elongatingSpermatids_ribo_2,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771181,53588684,2733022884,51,2212,ERX3772930,mouse_elongatingSpermatids_rna_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192384,SAMEA6426176,simple,10090,Mus musculus,SAMEA6426176,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_elongatingSpermatids_rna_1,2019-12-18,2019-12-17,SAMEA6426176,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_elongatingSpermatids_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_elongatingSpermatids_rna_1,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771182,61241165,3981625015,65,2892,ERX3772931,mouse_elongatingSpermatids_rna_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192385,SAMEA6426177,simple,10090,Mus musculus,SAMEA6426177,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_elongatingSpermatids_rna_2,2019-12-18,2019-12-17,SAMEA6426177,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_elongatingSpermatids_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_elongatingSpermatids_rna_2,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771183,219656784,22185335184,101,7212,ERX3772932,mouse_roundSpermatids_ribo_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192386,SAMEA6426178,simple,10090,Mus musculus,SAMEA6426178,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_roundSpermatids_ribo_1,2019-12-18,2019-12-17,SAMEA6426178,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_roundSpermatids_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_roundSpermatids_ribo_1,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771184,104517252,6281510952,60,3814,ERX3772933,mouse_roundSpermatids_ribo_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192387,SAMEA6426179,simple,10090,Mus musculus,SAMEA6426179,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_roundSpermatids_ribo_2,2019-12-18,2019-12-17,SAMEA6426179,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_roundSpermatids_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_roundSpermatids_ribo_2,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771185,97775962,9875372162,101,3091,ERX3772934,mouse_roundSpermatids_rna_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192388,SAMEA6426180,simple,10090,Mus musculus,SAMEA6426180,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_roundSpermatids_rna_1,2019-12-18,2019-12-17,SAMEA6426180,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_roundSpermatids_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_roundSpermatids_rna_1,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771186,67205016,4327885066,64,3129,ERX3772935,mouse_roundSpermatids_rna_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192389,SAMEA6426181,simple,10090,Mus musculus,SAMEA6426181,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_roundSpermatids_rna_2,2019-12-18,2019-12-17,SAMEA6426181,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_roundSpermatids_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_roundSpermatids_rna_2,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771187,224389341,22663323441,101,7351,ERX3772936,mouse_spermatocytes_ribo_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192390,SAMEA6426182,simple,10090,Mus musculus,SAMEA6426182,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatocytes_ribo_1,2019-12-18,2019-12-17,SAMEA6426182,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatocytes_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_spermatocytes_ribo_1,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771188,119615852,7088081852,59,4422,ERX3772937,mouse_spermatocytes_ribo_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192391,SAMEA6426183,simple,10090,Mus musculus,SAMEA6426183,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatocytes_ribo_2,2019-12-18,2019-12-17,SAMEA6426183,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatocytes_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_spermatocytes_ribo_2,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771189,89103148,8999417948,101,2835,ERX3772938,mouse_spermatocytes_rna_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192392,SAMEA6426184,simple,10090,Mus musculus,SAMEA6426184,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatocytes_rna_1,2019-12-18,2019-12-17,SAMEA6426184,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatocytes_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_spermatocytes_rna_1,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771190,67215486,4365859736,64,3133,ERX3772939,mouse_spermatocytes_rna_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192393,SAMEA6426185,simple,10090,Mus musculus,SAMEA6426185,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatocytes_rna_2,2019-12-18,2019-12-17,SAMEA6426185,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatocytes_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_spermatocytes_rna_2,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771191,294527983,15020927133,51,5543,ERX3772940,mouse_spermatozoa_ribo_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192394,SAMEA6426186,simple,10090,Mus musculus,SAMEA6426186,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatozoa_ribo_1,2019-12-18,2019-12-17,SAMEA6426186,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatozoa_ribo_1,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_spermatozoa_ribo_1,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771192,223927338,12543498138,56,10215,ERX3772941,mouse_spermatozoa_ribo_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192395,SAMEA6426187,simple,10090,Mus musculus,SAMEA6426187,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatozoa_ribo_2,2019-12-18,2019-12-17,SAMEA6426187,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatozoa_ribo_2,ArrayExpress,house mouse,ribosome-protected fragments 26-34nt,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_spermatozoa_ribo_2,male,yes,adult,Mus musculus,testis,Ribo-seq
ERR3771193,70036428,3571857828,51,1300,ERX3772942,mouse_spermatozoa_rna_1_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192396,SAMEA6426188,simple,10090,Mus musculus,SAMEA6426188,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatozoa_rna_1,2019-12-18,2019-12-17,SAMEA6426188,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatozoa_rna_1,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",1,biological replicate,E-MTAB-72471576596742:mouse_spermatozoa_rna_1,male,yes,adult,Mus musculus,testis,RNA-seq
ERR3771194,60446148,3082753548,51,2591,ERX3772943,mouse_spermatozoa_rna_2_s,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP111066,PRJEB28810,1,"",ERS4192397,SAMEA6426189,simple,10090,Mus musculus,SAMEA6426189,"Center for Molecular Biology (ZMBH), Heidelberg University",ERA2322814,12,2019,Makar,"",mouse_spermatozoa_rna_2,2019-12-18,2019-12-17,SAMEA6426189,"Center for Molecular Biology (ZMBH), Heidelberg University","Center for Molecular Biology (ZMBH), Heidelberg University",2019-12-18T04:07:20Z,2019-12-17T15:42:14Z,public,E-MTAB-72471576596742:mouse_spermatozoa_rna_2,ArrayExpress,house mouse,rRNA-depleted total RNA,testis,"Lausanne Genomic Technologies Facility, Lausanne, Switzerland",2,biological replicate,E-MTAB-72471576596742:mouse_spermatozoa_rna_2,male,yes,adult,Mus musculus,testis,RNA-seq
