Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,genotype/variation,ploidy,culture condition,timepoint,experiment type,molecule subtype,GEO Accession
SRR9897205,25548913,1277445650,50,417,SRX6649171,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211008,SAMN12478492,simple,4932,Saccharomyces cerevisiae,GSM4006489,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05B_TP_RPL22A,Transcriptional_Profile_60 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006489
SRR9897206,40793652,2039682600,50,740,SRX6649172,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211009,SAMN12478491,simple,4932,Saccharomyces cerevisiae,GSM4006490,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_60 fL,05C_TP_RPL22A,Transcriptional_Profile_60 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Transcriptional Profiling,PolyA RNA,GSM4006490
SRR9897207,28507219,1425360950,50,468,SRX6649173,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211010,SAMN12478490,simple,4932,Saccharomyces cerevisiae,GSM4006491,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06A_TP_RPL22A,Transcriptional_Profile_65 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006491
SRR9897208,45488419,2274420950,50,761,SRX6649174,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211011,SAMN12478489,simple,4932,Saccharomyces cerevisiae,GSM4006492,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06B_TP_RPL22A,Transcriptional_Profile_65 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006492
SRR9897209,20339607,1016980350,50,373,SRX6649175,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211012,SAMN12478488,simple,4932,Saccharomyces cerevisiae,GSM4006493,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_65 fL,06C_TP_RPL22A,Transcriptional_Profile_65 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Transcriptional Profiling,PolyA RNA,GSM4006493
SRR9897210,5776215,288810750,50,97,SRX6649176,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211013,SAMN12478487,simple,4932,Saccharomyces cerevisiae,GSM4006494,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07A_TP_RPL22A,Transcriptional_Profile_70 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006494
SRR9897211,73017590,3650879500,50,1207,SRX6649177,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211014,SAMN12478486,simple,4932,Saccharomyces cerevisiae,GSM4006495,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07B_TP_RPL22A,Transcriptional_Profile_70 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006495
SRR9897212,19882872,994143600,50,383,SRX6649178,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211015,SAMN12478485,simple,4932,Saccharomyces cerevisiae,GSM4006496,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_70 fL,07C_TP_RPL22A,Transcriptional_Profile_70 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",70 fL,Transcriptional Profiling,PolyA RNA,GSM4006496
SRR9897213,10594530,529726500,50,175,SRX6649179,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211016,SAMN12478484,simple,4932,Saccharomyces cerevisiae,GSM4006497,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08A_TP_RPL22A,Transcriptional_Profile_75 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006497
SRR9897214,14642056,732102800,50,246,SRX6649180,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211017,SAMN12478483,simple,4932,Saccharomyces cerevisiae,GSM4006498,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08B_TP_RPL22A,Transcriptional_Profile_75 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006498
SRR9897215,17828239,891411950,50,301,SRX6649181,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211018,SAMN12478512,simple,4932,Saccharomyces cerevisiae,GSM4006499,GEO,SRA931998,04,2020,Maitra,Transcriptional_Profile_75 fL,08C_TP_RPL22A,Transcriptional_Profile_75 fL,"rpl22a{delta}::KanMX/rpl22a{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",75 fL,Transcriptional Profiling,PolyA RNA,GSM4006499
SRR9897216,34770152,1738507600,50,561,SRX6649182,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211019,SAMN12478511,simple,4932,Saccharomyces cerevisiae,GSM4006500,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01A_RP_RPL22B,Ribosome_Profile_40 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006500
SRR9897217,36721827,1836091350,50,600,SRX6649183,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211020,SAMN12478510,simple,4932,Saccharomyces cerevisiae,GSM4006501,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01B_RP_RPL22B,Ribosome_Profile_40 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006501
SRR9897218,28516964,1425848200,50,467,SRX6649184,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211021,SAMN12478509,simple,4932,Saccharomyces cerevisiae,GSM4006502,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_40 fL,01C_RP_RPL22B,Ribosome_Profile_40 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",40 fL,Ribosome Profiling,Protected RNA,GSM4006502
SRR9897219,40754638,2037731900,50,657,SRX6649185,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211023,SAMN12478508,simple,4932,Saccharomyces cerevisiae,GSM4006503,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02A_RP_RPL22B,Ribosome_Profile_45 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006503
SRR9897220,38301351,1915067550,50,619,SRX6649186,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211022,SAMN12478507,simple,4932,Saccharomyces cerevisiae,GSM4006504,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02B_RP_RPL22B,Ribosome_Profile_45 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006504
SRR9897221,33769773,1688488650,50,557,SRX6649187,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211024,SAMN12478506,simple,4932,Saccharomyces cerevisiae,GSM4006505,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_45 fL,02C_RP_RPL22B,Ribosome_Profile_45 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",45 fL,Ribosome Profiling,Protected RNA,GSM4006505
SRR9897222,45179238,2258961900,50,724,SRX6649188,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211025,SAMN12478505,simple,4932,Saccharomyces cerevisiae,GSM4006506,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03A_RP_RPL22B,Ribosome_Profile_50 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006506
SRR9897223,40822529,2041126450,50,657,SRX6649189,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211026,SAMN12478504,simple,4932,Saccharomyces cerevisiae,GSM4006507,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03B_RP_RPL22B,Ribosome_Profile_50 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006507
SRR9897224,36771918,1838595900,50,606,SRX6649190,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211027,SAMN12478503,simple,4932,Saccharomyces cerevisiae,GSM4006508,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_50 fL,03C_RP_RPL22B,Ribosome_Profile_50 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",50 fL,Ribosome Profiling,Protected RNA,GSM4006508
SRR9897225,9319278,465963900,50,153,SRX6649191,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211028,SAMN12478502,simple,4932,Saccharomyces cerevisiae,GSM4006509,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04A_RP_RPL22B,Ribosome_Profile_55 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006509
SRR9897226,52853128,2642656400,50,869,SRX6649192,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211029,SAMN12478341,simple,4932,Saccharomyces cerevisiae,GSM4006510,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04B_RP_RPL22B,Ribosome_Profile_55 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006510
SRR9897227,44932058,2246602900,50,742,SRX6649193,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211030,SAMN12478340,simple,4932,Saccharomyces cerevisiae,GSM4006511,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_55 fL,04C_RP_RPL22B,Ribosome_Profile_55 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",55 fL,Ribosome Profiling,Protected RNA,GSM4006511
SRR9897228,51188017,2559400850,50,808,SRX6649194,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211031,SAMN12478501,simple,4932,Saccharomyces cerevisiae,GSM4006512,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05A_RP_RPL22B,Ribosome_Profile_60 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006512
SRR9897229,46357270,2317863500,50,761,SRX6649195,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211032,SAMN12478500,simple,4932,Saccharomyces cerevisiae,GSM4006513,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05B_RP_RPL22B,Ribosome_Profile_60 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006513
SRR9897230,43543726,2177186300,50,723,SRX6649196,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211033,SAMN12478344,simple,4932,Saccharomyces cerevisiae,GSM4006514,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_60 fL,05C_RP_RPL22B,Ribosome_Profile_60 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",60 fL,Ribosome Profiling,Protected RNA,GSM4006514
SRR9897231,42997480,2149874000,50,698,SRX6649197,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211034,SAMN12478343,simple,4932,Saccharomyces cerevisiae,GSM4006515,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06A_RP_RPL22B,Ribosome_Profile_65 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006515
SRR9897232,20823407,1041170350,50,343,SRX6649198,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP217268,PRJNA558435,32432546,"",SRS5211035,SAMN12478342,simple,4932,Saccharomyces cerevisiae,GSM4006516,GEO,SRA931998,04,2020,Maitra,Ribosome_Profile_65 fL,06B_RP_RPL22B,Ribosome_Profile_65 fL,"rpl22b{delta}::KanMX/rpl22b{delta}::KanMX, BY4743 otherwise",diploid,"Growth at 30°C in YPD (1% w/v yeast extract, 2% w/v peptone, 2% w/v dextrose)",65 fL,Ribosome Profiling,Protected RNA,GSM4006516
