Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,strain,tissue,age,feeding,genotype,GEO Accession
SRR2535327,12223500,611175000,50,384,SRX1295238,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094300,SAMN04122296,simple,10090,Mus musculus,GSM1897863,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897916
SRR2535328,11943321,609109371,51,385,SRX1295238,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094300,SAMN04122296,simple,10090,Mus musculus,GSM1897863,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897917
SRR2535329,12396519,619825950,50,391,SRX1295238,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094300,SAMN04122296,simple,10090,Mus musculus,GSM1897863,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897918
SRR2535330,11905569,607184019,51,383,SRX1295238,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094300,SAMN04122296,simple,10090,Mus musculus,GSM1897863,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT14_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897919
SRR2535331,8830901,450375951,51,281,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897920
SRR2535332,8680331,442696881,51,277,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897921
SRR2535333,8331969,424930419,51,263,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897922
SRR2535334,8473835,432165585,51,269,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897923
SRR2535335,8647370,441015870,51,274,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897924
SRR2535336,8514431,434235981,51,270,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897925
SRR2535337,8681774,442770474,51,275,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897926
SRR2535338,8392800,428032800,51,264,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,Bmal -/-,Liver,10-14 weeks,Night restricted,Bmal -/-,GSM1897927
SRR2535339,8486464,432809664,51,268,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897928
SRR2535340,8894760,453632760,51,283,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897929
SRR2535341,8601537,438678387,51,273,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897930
SRR2535342,8526503,434851653,51,270,SRX1295239,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094299,SAMN04122297,simple,10090,Mus musculus,GSM1897864,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT16_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897931
SRR2535343,8591679,438175629,51,279,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897932
SRR2535344,8423470,429596970,51,274,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897933
SRR2535345,8105253,413367903,51,260,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897934
SRR2535346,8201021,418252071,51,265,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897935
SRR2535347,8383519,427559469,51,270,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897936
SRR2535348,8268630,421700130,51,267,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897937
SRR2535349,8424678,429658578,51,272,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897938
SRR2535350,8124968,414373368,51,261,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Night restricted,Wild type,GSM1897939
SRR2535351,8232908,419878308,51,265,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897856
SRR2535352,8666967,442015317,,281,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897857
SRR2535353,8332714,424968414,51,269,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897858
SRR2535354,8267871,421661421,51,267,SRX1295240,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094298,SAMN04122298,simple,10090,Mus musculus,GSM1897865,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT18_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897859
SRR2535355,8856956,442847800,50,280,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897860
SRR2535356,8518185,434427435,51,274,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897861
SRR2535357,8827555,441377750,50,279,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897862
SRR2535358,8407083,428761233,51,270,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897863
SRR2535359,8790921,439546050,50,277,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897864
SRR2535360,8546039,435847989,51,276,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897865
SRR2535361,8908434,445421700,50,282,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897866
SRR2535362,8505720,433791720,51,274,SRX1295241,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094297,SAMN04122299,simple,10090,Mus musculus,GSM1897866,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT20_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897867
SRR2535363,9459247,472962350,50,299,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897868
SRR2535364,9115625,464896875,51,293,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897869
SRR2535365,9440108,472005400,50,298,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897870
SRR2535366,9005226,459266526,51,290,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897871
SRR2535367,9398692,469934600,50,296,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897872
SRR2535368,9144005,466344255,51,295,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897873
SRR2535369,9520901,476045050,50,301,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897874
SRR2535370,9109446,464581746,51,294,SRX1295242,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094296,SAMN04122300,simple,10090,Mus musculus,GSM1897867,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT22_A_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897875
SRR2535371,9551790,477589500,50,303,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897876
SRR2535372,9217853,470110503,51,297,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897877
SRR2535373,9528931,476446550,,302,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897878
SRR2535374,9101171,464159721,51,293,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897879
SRR2535375,9484102,474205100,50,300,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897880
SRR2535376,9243725,471429975,51,299,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897881
SRR2535377,9607649,480382450,50,304,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897882
SRR2535378,9216633,470048283,51,298,SRX1295243,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094295,SAMN04122301,simple,10090,Mus musculus,GSM1897868,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT00_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897883
SRR2535379,7451468,380024868,51,245,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897884
SRR2535380,7552598,385182498,51,249,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897885
SRR2535381,7290639,371822589,51,239,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897886
SRR2535382,7306882,372650982,51,240,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897887
SRR2535383,7305325,372571575,51,239,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897888
SRR2535384,7296224,372107424,51,240,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897889
SRR2535385,7421813,378512463,51,243,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897890
SRR2535386,7272643,370904793,51,237,SRX1295244,,OTHER,other,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP064304,PRJNA297288,26554015,"",SRS1094294,SAMN04122302,simple,10090,Mus musculus,GSM1897869,GEO,SRA301994,11,2015,Atger,Liver Total RNA,WT_AL_ZT02_B_RFP,Liver Total RNA,C57BL/6,Liver,10-14 weeks,Ad Libitum,Wild type,GSM1897891
