Run,spots,bases,avgLength,size_MB,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,CenterName,Submission,MONTH,YEAR,AUTHOR,sample_source,sample_title,source_name,condition,timepoint,region,Sex,hemisphere,animalnumber,experiment,block,mousetype,mouseline,libraryprotocol,sampleprocessing,GEO Accession
SRR14058934,27912200,2819132200,101,838,SRX10433676,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567202,SAMN18473211,simple,10090,Mus musculus,GSM5207759,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_10_vHC_4h,hippocampus,Swim,4h,vHC,male,both,FSTFemale45min4h_id_10,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207759
SRR14058935,27555338,2783089138,101,835,SRX10433677,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567201,SAMN18473210,simple,10090,Mus musculus,GSM5207760,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_11_vHC_45min,hippocampus,Swim,45min,vHC,female,both,FSTFemale45min4h_id_11,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207760
SRR14058936,28339848,2862324648,101,851,SRX10433678,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567203,SAMN18473209,simple,10090,Mus musculus,GSM5207761,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_12_vHC_0min,hippocampus,Homecage,0min,vHC,female,both,FSTFemale45min4h_id_12,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207761
SRR14058937,25195911,2544787011,101,750,SRX10433679,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567204,SAMN18473208,simple,10090,Mus musculus,GSM5207762,GEO,SRA1209898,03,2021,von,hippocampus,FSTFemale45min4h_13_vHC_0min,hippocampus,Homecage,0min,vHC,female,both,FSTFemale45min4h_id_13,FSTFemale45min4h,FSTFemale45min4h_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207762
SRR14058842,17418920,1759310920,101,546,SRX10433680,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567205,SAMN18473724,simple,10090,Mus musculus,GSM5207667,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_5_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_3,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207667
SRR14058843,15754239,1591178139,101,492,SRX10433681,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567206,SAMN18473723,simple,10090,Mus musculus,GSM5207668,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_6_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_3,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207668
SRR14058844,16549325,1671481825,101,516,SRX10433682,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567207,SAMN18473722,simple,10090,Mus musculus,GSM5207669,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_7_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_4,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207669
SRR14058845,14703746,1485078346,101,463,SRX10433683,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567208,SAMN18473721,simple,10090,Mus musculus,GSM5207670,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_8_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_4,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207670
SRR14058846,28476863,2876163163,101,886,SRX10433684,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567210,SAMN18473720,simple,10090,Mus musculus,GSM5207671,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_9_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_5,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207671
SRR14058847,24852202,2510072402,101,775,SRX10433685,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567209,SAMN18473719,simple,10090,Mus musculus,GSM5207672,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_10_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_5,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207672
SRR14058848,25896341,2615530441,101,809,SRX10433686,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567211,SAMN18473718,simple,10090,Mus musculus,GSM5207673,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_11_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_6,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207673
SRR14058849,25759328,2601692128,101,800,SRX10433687,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567212,SAMN18473717,simple,10090,Mus musculus,GSM5207674,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_12_dHC_1h30min,hippocampus,Swim,1h30min,dHC,male,both,TimeSeriesFST_id_6,TimeSeriesFST,TimeSeriesFST_Block1,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207674
SRR14058850,33007169,3333724069,101,1025,SRX10433688,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567213,SAMN18473716,simple,10090,Mus musculus,GSM5207675,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_13_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_7,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207675
SRR14058851,27305283,2757833583,101,849,SRX10433689,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567214,SAMN18473715,simple,10090,Mus musculus,GSM5207676,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_14_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_7,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207676
SRR14058852,24148504,2438998904,101,752,SRX10433690,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567215,SAMN18473714,simple,10090,Mus musculus,GSM5207677,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_15_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_8,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207677
SRR14058853,18675253,1886200553,101,582,SRX10433691,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567216,SAMN18473713,simple,10090,Mus musculus,GSM5207678,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_16_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_8,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207678
SRR14058854,31343465,3165689965,101,973,SRX10433692,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567217,SAMN18473712,simple,10090,Mus musculus,GSM5207679,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_17_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_9,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207679
SRR14058855,18300159,1848316059,101,571,SRX10433693,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567218,SAMN18473742,simple,10090,Mus musculus,GSM5207680,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_18_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_9,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207680
SRR14058856,16165172,1632682372,101,504,SRX10433694,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567219,SAMN18473741,simple,10090,Mus musculus,GSM5207681,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_19_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_10,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207681
SRR14058857,17316515,1748968015,101,539,SRX10433695,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567220,SAMN18473740,simple,10090,Mus musculus,GSM5207682,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_20_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_10,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207682
SRR14058858,39134773,3952612073,101,1216,SRX10433696,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567221,SAMN18473739,simple,10090,Mus musculus,GSM5207683,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_21_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_11,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207683
SRR14058859,16868939,1703762839,101,527,SRX10433697,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567222,SAMN18473738,simple,10090,Mus musculus,GSM5207684,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_22_dHC_1h30min,hippocampus,Swim,1h30min,dHC,male,both,TimeSeriesFST_id_11,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207684
SRR14058860,19376252,1957001452,101,603,SRX10433698,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567223,SAMN18473737,simple,10090,Mus musculus,GSM5207685,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_23_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_12,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207685
SRR14058861,12120279,1224148179,101,381,SRX10433699,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567224,SAMN18473736,simple,10090,Mus musculus,GSM5207686,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_24_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_12,TimeSeriesFST,TimeSeriesFST_Block2,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207686
SRR14058862,26668570,2693525570,101,832,SRX10433700,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567225,SAMN18473735,simple,10090,Mus musculus,GSM5207687,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_25_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,TimeSeriesFST_id_13,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207687
SRR14058863,19814999,2001314899,101,617,SRX10433701,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567226,SAMN18473734,simple,10090,Mus musculus,GSM5207688,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_26_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,TimeSeriesFST_id_13,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207688
SRR14058864,29833072,3013140272,101,925,SRX10433702,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567227,SAMN18473733,simple,10090,Mus musculus,GSM5207689,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_27_vHC_2h,hippocampus,Swim,2h,vHC,male,both,TimeSeriesFST_id_14,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207689
SRR14058865,19333726,1952706326,101,603,SRX10433703,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567228,SAMN18473732,simple,10090,Mus musculus,GSM5207690,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_28_dHC_2h,hippocampus,Swim,2h,dHC,male,both,TimeSeriesFST_id_14,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207690
SRR14058866,21486620,2170148620,101,669,SRX10433704,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567230,SAMN18473731,simple,10090,Mus musculus,GSM5207691,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_29_vHC_45min,hippocampus,Swim,45min,vHC,male,both,TimeSeriesFST_id_15,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207691
SRR14058867,23620557,2385676257,101,736,SRX10433705,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567229,SAMN18473730,simple,10090,Mus musculus,GSM5207692,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_30_dHC_45min,hippocampus,Swim,45min,dHC,male,both,TimeSeriesFST_id_15,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207692
SRR14058868,14293613,1443654913,101,447,SRX10433706,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567231,SAMN18473729,simple,10090,Mus musculus,GSM5207693,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_31_vHC_4h,hippocampus,Swim,4h,vHC,male,both,TimeSeriesFST_id_16,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207693
SRR14058869,18857485,1904605985,101,589,SRX10433707,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567232,SAMN18473728,simple,10090,Mus musculus,GSM5207694,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_32_dHC_4h,hippocampus,Swim,4h,dHC,male,both,TimeSeriesFST_id_16,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207694
SRR14058870,25632931,2588926031,101,795,SRX10433708,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567233,SAMN18473763,simple,10090,Mus musculus,GSM5207695,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_33_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,TimeSeriesFST_id_17,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207695
SRR14058871,23039526,2326992126,101,716,SRX10433709,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567234,SAMN18473761,simple,10090,Mus musculus,GSM5207696,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_34_dHC_1h30min,hippocampus,Swim,1h30min,dHC,male,both,TimeSeriesFST_id_17,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207696
SRR14058872,27016695,2728686195,101,839,SRX10433710,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567235,SAMN18473532,simple,10090,Mus musculus,GSM5207697,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_35_vHC_3h,hippocampus,Swim,3h,vHC,male,both,TimeSeriesFST_id_18,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207697
SRR14058873,22479957,2270475657,101,699,SRX10433711,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 4000,SRP311942,PRJNA716950,35383160,"",SRS8567236,SAMN18473531,simple,10090,Mus musculus,GSM5207698,GEO,SRA1209898,03,2021,von,hippocampus,TimeSeriesFST_36_dHC_3h,hippocampus,Swim,3h,dHC,male,both,TimeSeriesFST_id_18,TimeSeriesFST,TimeSeriesFST_Block3,WT,C57BL/6J,illumina TruSeq,WholeRNA,GSM5207698
SRR14058832,18710228,1889733028,101,563,SRX10433712,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567237,SAMN18472744,simple,10090,Mus musculus,GSM5207859,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_16_vHC_45min,hippocampus,Swim,45min,vHC,male,both,CAMK2A-TRAP_10,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207859
SRR14058833,14896725,1504569225,101,483,SRX10433713,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567238,SAMN18472743,simple,10090,Mus musculus,GSM5207860,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_17_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,CAMK2A-TRAP_7,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207860
SRR14058834,14878211,1502699311,101,605,SRX10433714,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567239,SAMN18472742,simple,10090,Mus musculus,GSM5207861,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_18_dHC_0min,hippocampus,Homecage,0min,dHC,male,both,CAMK2A-TRAP_9,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207861
SRR14058835,15109962,1526106162,101,461,SRX10433715,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567240,SAMN18472741,simple,10090,Mus musculus,GSM5207862,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_19_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,CAMK2A-TRAP_9,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207862
SRR14058836,11078945,1118973445,101,457,SRX10433716,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567241,SAMN18472740,simple,10090,Mus musculus,GSM5207863,GEO,SRA1209898,03,2021,von,hippocampus,CAMK2A-TRAP_20_vHC_45min,hippocampus,Swim,45min,vHC,male,both,CAMK2A-TRAP_6,CAMK2A-TRAP,CAMK2A-TRAP_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207863
SRR14058837,21020539,2123074439,101,677,SRX10433717,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567242,SAMN18472739,simple,10090,Mus musculus,GSM5207864,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_1_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-8,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207864
SRR14058946,24235023,2447737323,101,743,SRX10433718,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567243,SAMN18472738,simple,10090,Mus musculus,GSM5207865,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_2_vHC_0min,hippocampus,Homecage,0min,vHC,male,both,Camk2a-2-2M-3,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207865
SRR14058947,18890037,1907893737,101,616,SRX10433719,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567244,SAMN18472737,simple,10090,Mus musculus,GSM5207866,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_3_vHC_45min,hippocampus,Swim,45min,vHC,male,both,Camk2a-2-2M-4,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207866
SRR14058948,29968852,3026854052,101,1083,SRX10433720,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567245,SAMN18472736,simple,10090,Mus musculus,GSM5207867,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_4_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-2,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207867
SRR14058949,29570481,2986618581,101,932,SRX10433721,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP311942,PRJNA716950,35383160,"",SRS8567246,SAMN18472735,simple,10090,Mus musculus,GSM5207868,GEO,SRA1209898,03,2021,von,hippocampus,CaMKIIa-TRAP_2-2M_5_vHC_1h30min,hippocampus,Swim,1h30min,vHC,male,both,Camk2a-2-2M-11,CAMK2A-TRAP-2-2M,CAMK2A-TRAP-2_Block1,CAMK2A-nuTRAP,B6.Cg-Tg(Camk2a-cre)T29-1Stl/J X B6;129S6-Gt(ROSA)26Sortm2(CAG-NuTRAP)Evdr/J,illumina Smartseq2,TRAP_PostIP,GSM5207868
