id,title,abstract
PRJNA956972,Germ-cell specific eIF4E1b regulates maternal mRNA translation to ensure zygotic genome activation [Ribo-seq],"Translation of maternal mRNAs is detected before transcription of zygotic genes and is essential for mammalian embryo development. How certain maternal mRNAs are selected for translation instead of degradation and how this burst of translation affects zygotic genome activation remains unknown. Using gene-edited mice, we document that the oocyte-specific eukaryotic translation initiation factor 4E family member 1b (eIF4E1b) is the regulator of maternal mRNA expression that ensures subsequent reprogramming of the zygotic genome. In oocytes, eIF4E1b binds to transcripts encoding translation machinery proteins, chromatin remodelers and reprogramming factors to promote their translation in zygotes and protect them from degradation. The protein products are thought to establish an open chromatin landscape in one-cell zygotes to enable transcription of genes required for cleavage stage development. Our results define a program for rapid resetting of the zygotic epigenome that is regulated by maternal mRNA expression and provides new insights into the mammalian maternal-to-zygotic transition. Overall design: Low input ribo-seq profiling using eggs or embryos from Eif4e1b knockout or control female mice containing HA tagged Rpl22."
PRJNA956925,Human SAMD9 is a Poxvirus-Activatable Anticodon Nuclease Inhibiting Codon-Specific Protein Synthesis,"As a defense strategy against viruses or competitors, some microbes employ anticodon nucleases (ACNases) to deplete essential tRNAs, effectively halting global protein synthesis. However, this mechanism has not been observed in multicellular eukaryotes. Here, we report that human SAMD9 is an ACNase that specifically cleaves phenylalanine tRNA (tRNAPhe), resulting in codon-specific ribosomal pausing and stress signaling. While SAMD9 ACNase activity is normally latent in cells, it can be activated by poxvirus infection or rendered constitutively active by SAMD9 mutations associated with various human disorders, revealing tRNAPhe depletion as an antiviral mechanism and a pathogenic condition in SAMD9 disorders. We identified the N-terminal effector domain of SAMD9 as the ACNase, with substrate specificity primarily determined by a eukaryotic tRNAPhe-specific 2'-O-methylation at the wobble position, making virtually all eukaryotic tRNAPhe susceptible to SAMD9 cleavage. Notably, the structure and substrate specificity of SAMD9 ACNase differ from known microbial ACNases, suggesting convergent evolution of a common immune defense strategy targeting tRNAs. Overall design: Ribo-seq and RNA-seq of uninfected HeLa cells as well as HeLa cells infected with vK1-C7- and WT VACV. HeLa cells in 2x150 mM dishes were left uninfected or infected with vK1-C7- or WT VACV WR in the absence or presence of AraC (50 ug/ml final) for 8 hours. The cells were treated with cycloheximide (0.1 mg/ml) for 1 min at 37oC. The cells were lysed with 800 ul mammalian lysis buffer. 100 ul of lysate was used for extracting total RNA, while 200 ul of lysate was used for ribosome foot printing."
PRJNA956494,The translatome of Glioblastoma,"To identify new potential therapeutic targets for the treatment of GB we performed ribosome profiling of glioblastoma sphere cultures (GSCs) under normal and radiotherapeutic conditions. Overall design: Glioma sphere cultures were left untreated (t0), or irradiated and harvested 30 min (t1) or 60 min (t2) after irradiation"
PRJNA955811,Ribosome profiling of Aim29-knockout S.cerevisiae cells,The aim of this study was to gain insight into the ribosome occupancy on different genes and codons in AIM29 KO cells vs. wild-type cells Overall design: Ribosome profiling in S. cerevisiae AIM29 KO vs. wild type cells
PRJEB60959,Ribosome profiling performed in Mycobacterium smegmatis MC2 155wild type and ORF MSMEG_0945 MSMEG_1916 mutants,Ribosome profiling performed in Mycobacterium smegmatis MC2 155 wild-type cells versus cells with deletions of genes encoding small ORFs MSMEG_0945 and MSMEG_1916.
PRJNA952648,Transcriptome-wide effects of yeast cells lacking Pab1,""
PRJNA951511,Functional analysis of ribosomal protein RPL39L,"Increasingly many studies reveal how ribosome composition can be tuned to optimally translate the transcriptome of individual cell types. In this study, we investigate the expression pattern, structure within the ribosome, and effect on protein synthesis of the ribosomal protein paralog 39L (RPL39L). With a novel mass spectrometric approach we quantify the expression of RPL39L in human pluripotent cells, cancer cell lines and tissue samples, and in mouse germ cells. We generate RPL39L knock-out mouse embryonic stem cell (mESC) lines, perform RNA-seq and Ribo-seq, to demonstrate that RPL39L impacts the dynamics of translation, to support the pluripotency and differentiation, spontaneous and along the germ cell lineage. Our study shows that ribosomal protein paralogs provide switchable modular components that can tune translation to the protein production needs of individual cell types."
PRJNA951361,Maternal N-acetyltransferase 10 (NAT10) orchestrates oocyte meiotic cell-cycle progression and maturation in mice,Nat10 is required for sculpting the maternal transcriptome through timely degradation of polyA tail mRNAs during the Maternal-to-Zygotic transition(MZT) Overall design: We used WT and ZP3 conditional knockout samples for Ribo-seq through tamoxifen injection for 3 days. For WT RIP-seq we used C57BL/6J
PRJEB36902,Translation landscape of the enteric pathogen Salmonella enterica serova Typhimurium,"Many non-typhoidal serovars of Salmonella such as Salmonella enterica serovar Typhimurium (S. Typhimurium) are the leading cause of food-borne gastroenteritis, resulting in millions of infections each year and sometimes death. Salmonella enterica serovar Typhimurium is the most common non-typhoidal Salmonella strain isolated from patients around the world and is used as a mouse model to study bacterial pathogenesis and host-microbe interactions. Furthermore, S. Typhimurium is an important pathogen in livestock animals including chickens and cattle. S. Typhimurium utilises a multitude of virulence factors to reach and invade host cells and for its intracellular survival. However, little is known about the mechanism of protein synthesis of these virulence factors at the codon level. Here, we performed RNA-seq and ribosome profiling. Ribosome profiling allows the global mapping of translating ribosomes on the transcriptome and therefore provides direct measure of protein synthesis."
PRJNA950066,Ribosome profiling of RCNMV-infected Arabidopsis thaliana,A. thaliana (Col0 cultivar) dcl2/4 knockouts infected with red clover necrotic mosaic virus with samples taken at 5 and 8 days post infeciton.
PRJNA948060,Ribo-seq of Arabidopsis: leaf,"To further clarify the role of FPB1 and PAM68 in psbB mRNA translation and concomitant CP47 integration, ribosome profiling was performed. In addition, RNA-Seq analyses of the samples used for Ribo-Seq were performed showing that the abundance of the chloroplast mRNAs of the PSII subunits in the mutants is comparable with WT or slightly lower."
PRJNA947930,Genome-wide screening reveals metabolic regulation of translational fidelity by cyclic AMP,"Translational quality control is critical for maintaining the accuracy of protein synthesis in all domains of life. Mutations in aminoacyl-tRNA synthetases and the ribosome are known to affect translational fidelity and alter fitness, viability, stress responses, neuron function, and life span. In this study, we used a high-throughput fluorescence-based assay to screen a knock-out library of Escherichia coli and identified 30 nonessential genes that are critical for maintaining the fidelity of stop-codon readthrough. Most of these identified genes have not been shown to affect translational fidelity previously. Intriguingly, we show that several genes controlling metabolism, including cyaA and guaA, unexpectedly enhance stop-codon readthrough. CyaA and GuaA catalyze the synthesis of cyclic adenosine monophosphate (cAMP) and guanosine monophosphate (GMP), respectively. Both CyaA and GuaA increase the expression of ribosomes and tRNAs, allowing aminoacyl-tRNAs to compete with release factors and suppress stop codons. In addition, the effect of guaA deletion on stop-codon readthrough is abolished by deleting prfC, which encodes release factor 3 (RF3). Our results suggest that nucleotide and carbon metabolism is tightly coupled with translational fidelity. Overall design: Comparative gene expression profiling analysis of RNA-seq data for Escherichia coli BW25113 and its derivative cyaA knockout strain."
